Numéro du support;Longitude;Latitude;Position;Insee;Lieu dit;Adresse;Code postal;Commune;Nature du support;Hauteur en m;Propriétaire
319124;2.419722222222222;48.98722222222222;"48°59'14.000""N 2°25'11.000""E";95019;"";135 R JEAN JAURÈS;95400;ARNOUVILLE;Bâtiment;17.0;"Copropriété, Syndic, SCI"
319235;2.7680555555555557;48.73833333333333;"48°44'18.000""N 2°46'5.000""E";77470;"";1 R DU DR LAMBERT;77220;TOURNAN EN BRIE;Bâtiment;17.0;ORANGE
321688;2.3530555555555557;48.84972222222222;"48°50'59.000""N 2°21'11.000""E";75105;"";"24 B , BD ST GERMAIN";75005;PARIS 5E ARRONDISSEMENT;Immeuble;24.0;Association
325447;3.1302777777777777;49.065555555555555;"49°3'56.000""N 3°7'49.000""E";77129;"";LE CALVAIRE CH RURAL DE PARIS À REIMS;77840;COULOMBS EN VALOIS;Pylône autostable;37.0;TOTEM
325692;2.446111111111111;48.93;"48°55'48.000""N 2°26'46.000""E";93029;"";R ALSACE LORRAINE STADE M. BAQUET;93700;DRANCY;Pylône tubulaire;20.0;TOTEM
325857;2.363888888888889;48.86694444444444;"48°52'1.000""N 2°21'50.000""E";75103;METRO REPUBLIQUE L8;11 PL DE LA REPUBLIQUE;75003;PARIS 3E ARRONDISSEMENT;Intérieur galerie;0.0;RATP
326192;2.2508333333333335;48.88777777777778;"48°53'16.000""N 2°15'3.000""E";92026;"";21 V DES BATISSEURS ESPLANADE DE LA DÉFENSE TUNNEL DE LA DÉFENSE L1;92400;COURBEVOIE;Intérieur galerie;0.0;RATP
326865;2.4169444444444443;48.846111111111114;"48°50'46.000""N 2°25'1.000""E";94067;"";127 AV GALLIENI ST MANDE L1;94160;SAINT MANDE;Intérieur galerie;0.0;Société Privée
326873;2.72;48.83777777777778;"48°50'16.000""N 2°43'12.000""E";77058;"";R NICOLAS LEDOUX FULGENCE BIENVENUE RER A;77600;BUSSY SAINT GEORGES;Intérieur galerie;0.0;RATP
326875;2.4025;48.89083333333333;"48°53'27.000""N 2°24'9.000""E";93055;METRO L5 HOCHE;60 AV JEAN LOLIVE;93500;PANTIN;Intérieur galerie;0.0;RATP
326958;2.3066666666666666;48.90277777777778;"48°54'10.000""N 2°18'24.000""E";92024;"";82 R MARTRE MAIRIE DE CLICHY L13;92110;CLICHY;Intérieur galerie;1.0;RATP
328788;2.441388888888889;48.76833333333333;"48°46'6.000""N 2°26'29.000""E";94074;"";"5-7, R CHARLES BOURSEUL ZAC DU VAL POMPADOUR BATIMENT 3";94460;VALENTON;Bâtiment;9.0;SFR
329685;2.0105555555555554;48.68194444444445;"48°40'55.000""N 2°0'38.000""E";78162;LA FERTE;"";78460;CHOISEL;Pylône autostable;15.0;TOTEM
330082;1.8141666666666667;48.99444444444445;"48°59'40.000""N 1°48'51.000""E";78267;"";R DES GROUX;78440;GARGENVILLE;pylône arbre;15.0;TOTEM
333561;2.1422222222222222;48.805277777777775;"48°48'19.000""N 2°8'32.000""E";78646;"";6 R DE MONTREUIL;78000;VERSAILLES;Immeuble;18.5;Particulier
334602;2.6080555555555556;48.825833333333335;"48°49'33.000""N 2°36'29.000""E";77169;"";"BD  DU CLOS DE L'AUMONE STADE DOMINIQUE ROCHETEAU";77184;EMERAINVILLE;Pylône tubulaire;25.0;HIVORY
334698;2.411111111111111;48.76277777777778;"48°45'46.000""N 2°24'40.000""E";94022;"";"33,  AV ANATOLE FRANCE";94600;CHOISY LE ROI;Immeuble;22.2;"Copropriété, Syndic, SCI"
335092;2.4969444444444444;48.84722222222222;"48°50'50.000""N 2°29'49.000""E";94058;"";82 AV DU 11 NOVEMBRE;94170;PERREUX SUR MARNE;Immeuble;18.2;"Copropriété, Syndic, SCI"
345885;1.6308333333333334;49.00083333333333;"49°0'3.000""N 1°37'51.000""E";78531;"";2 R LEBAUDY;78710;ROSNY SUR SEINE;Bâtiment;12.0;Particulier
346393;2.473611111111111;48.768055555555556;"48°46'5.000""N 2°28'25.000""E";94028;"";3 R SINCLAIR;94000;CRETEIL;Bâtiment;18.1;"Copropriété, Syndic, SCI"
348249;1.9905555555555554;48.79944444444445;"48°47'58.000""N 1°59'26.000""E";78165;LE PUITS AU LOUP;ECHANGER RN12 SORTIE ELANCOURT;78340;CLAYES SOUS BOIS;Pylône tubulaire;32.0;HIVORY
348554;2.3083333333333336;48.954166666666666;"48°57'15.000""N 2°18'30.000""E";93031;"";1 À 3 AV DU 18 JUIN 1940 HOTEL IBIS;93800;EPINAY SUR SEINE;Immeuble;21.0;Société Privée
348584;2.3725;48.81722222222222;"48°49'2.000""N 2°22'21.000""E";94041;"";"17,  R BARBES";94200;IVRY SUR SEINE;Immeuble;24.5;"Copropriété, Syndic, SCI"
349577;2.1725;48.91277777777778;"48°54'46.000""N 2°10'21.000""E";78124;"";ENTRE LA ROUTE ST GERMAIN ET R DES VIGNES BLANCHES TUNNEL A14;78420;CARRIERES SUR SEINE;Tunnel;8.0;"Ets public , Minist, Synd mixt"
350355;2.419722222222222;48.761944444444445;"48°45'43.000""N 2°25'11.000""E";94022;"";97 AV DE VILLENEUVE ST GEORGES;94600;CHOISY LE ROI;Immeuble;22.9;"Copropriété, Syndic, SCI"
350369;2.1475;48.770833333333336;"48°46'15.000""N 2°8'51.000""E";78322;"";100 R CHARLES DE GAULLE;78350;JOUY EN JOSAS;Bâtiment;13.2;"Copropriété, Syndic, SCI"
350373;2.255;48.88027777777778;"48°52'49.000""N 2°15'18.000""E";92051;"";8 R DELABORDÈRE;92200;NEUILLY SUR SEINE;Bâtiment;17.5;"Copropriété, Syndic, SCI"
352005;2.136111111111111;48.854166666666664;"48°51'15.000""N 2°8'10.000""E";78126;"";106 AV JEAN MOULIN;78170;CELLE SAINT CLOUD;Bâtiment;21.0;Société Privée
353016;2.496111111111111;48.94305555555555;"48°56'35.000""N 2°29'46.000""E";93005;"";23 R JACQUES DUCLOS;93600;AULNAY SOUS BOIS;Bâtiment;36.0;"Copropriété, Syndic, SCI"
353177;2.2519444444444443;48.9975;"48°59'51.000""N 2°15'7.000""E";95219;"";2 PL COUBERT;95120;ERMONT;Immeuble;30.4;Société HLM
353296;2.269722222222222;48.86805555555556;"48°52'5.000""N 2°16'11.000""E";75116;"";ENTRE LA PORTE DAUPHINE ET LA PORTE DE LA MUETTE TUNNEL PÉRIPHÉRIQUE;75116;PARIS 16E ARRONDISSEMENT;Tunnel;8.0;"Ets public , Minist, Synd mixt"
353447;2.1952777777777777;48.876666666666665;"48°52'36.000""N 2°11'43.000""E";92063;"";34 R DIDEROT;92500;RUEIL MALMAISON;Bâtiment;9.4;"Copropriété, Syndic, SCI"
353594;2.495;48.865;"48°51'54.000""N 2°29'42.000""E";93064;"";"10 R DES ANCIENS COMBATTANTS D'AFRIQUE DU NORD";93110;ROSNY SOUS BOIS;Immeuble;18.0;Société HLM
355445;2.288611111111111;48.82944444444445;"48°49'46.000""N 2°17'19.000""E";75115;"";1 PL DE LA PORTE DE VERSAILLES PARC DES EXPOSITIONS;75015;PARIS 15E ARRONDISSEMENT;Bâtiment;29.6;"Commune, communauté de commune"
358173;1.8955555555555557;48.98888888888889;"48°59'20.000""N 1°53'44.000""E";78440;"";109 R JEAN MERMOZ FOYER SONACOTRA;78130;MUREAUX;Bâtiment;18.0;"Copropriété, Syndic, SCI"
366862;2.2430555555555554;48.81944444444444;"48°49'10.000""N 2°14'35.000""E";92040;"";4 R VAUGIRARD;92130;ISSY LES MOULINEAUX;Immeuble;21.0;Société HLM
368184;2.5233333333333334;48.882222222222225;"48°52'56.000""N 2°31'24.000""E";93077;"";33 R DE LA BOURDONNAIS;93250;VILLEMOMBLE;Immeuble;20.0;"Copropriété, Syndic, SCI"
370299;2.6;48.94888888888889;"48°56'56.000""N 2°36'0.000""E";77514;"";D.84 - 129 R EUGÈNE VARLIN;77270;VILLEPARISIS;Immeuble;20.0;"Copropriété, Syndic, SCI"
370846;2.2511111111111113;48.812777777777775;"48°48'46.000""N 2°15'4.000""E";92048;"";40 AV PAUL BERT;92360;MEUDON;Bâtiment;9.0;"Copropriété, Syndic, SCI"
375391;2.3291666666666666;48.964166666666664;"48°57'51.000""N 2°19'45.000""E";95197;"";19 R FAUVEAU BÂTIMENT 2D;95170;DEUIL LA BARRE;Immeuble;25.2;Société HLM
384466;2.538611111111111;48.86277777777778;"48°51'46.000""N 2°32'19.000""E";93050;"";288 AV DE VERDUN STADE GEORGES FOULON;93330;NEUILLY SUR MARNE;Pylône tubulaire;26.2;TOTEM
387898;2.4555555555555557;48.73138888888889;"48°43'53.000""N 2°27'20.000""E";94078;"";40 R VILLEBOIS MAREUIL;94190;VILLENEUVE SAINT GEORGES;Bâtiment;11.0;ORANGE
387997;2.6772222222222224;48.761944444444445;"48°45'43.000""N 2°40'38.000""E";77350;"";"43, AV DU GÉNÉRAL DE GAULLE STADE DES 3 SAPINS";77330;OZOIR LA FERRIERE;Pylône tubulaire;33.0;"Commune, communauté de commune"
389661;2.26;48.990833333333335;"48°59'27.000""N 2°15'36.000""E";95219;"";10/12 R DU MARÉCHAL FOCH;95120;ERMONT;Immeuble;32.5;SFR
394243;2.2730555555555556;48.904444444444444;"48°54'16.000""N 2°16'23.000""E";92026;"";161 R ARMAND SYLVESTRE;92400;COURBEVOIE;Immeuble;23.1;"Copropriété, Syndic, SCI"
394255;2.343888888888889;48.797777777777775;"48°47'52.000""N 2°20'38.000""E";94016;"";"A6, SENS PARIS / PROVINCE PR 2,2";94230;CACHAN;"Ouvrage de signalisation (portique routier, panneau routier)";13.0;DDE
394257;2.343888888888889;48.797777777777775;"48°47'52.000""N 2°20'38.000""E";94016;"";"A6, SENS PARIS / PROVINCE PR 2,2";94230;CACHAN;"Ouvrage d'art (pont, viaduc)";8.0;DDE
395607;2.428888888888889;48.685;"48°41'6.000""N 2°25'44.000""E";91201;"";"8, R WALDECK ROUSSEAU";91210;DRAVEIL;Immeuble;15.6;Particulier
396757;2.325277777777778;48.93;"48°55'48.000""N 2°19'31.000""E";92078;"";AV DU VIEUX CHEM DE ST DENIS PRÉS A86 ET D9;92390;VILLENEUVE LA GARENNE;Mât;13.0;ORANGE
397677;2.503888888888889;48.82861111111111;"48°49'43.000""N 2°30'14.000""E";94017;"";"32, AVE DE L'ILE DE L'AMOUR";94500;CHAMPIGNY SUR MARNE;Immeuble;11.8;Particulier
403119;2.2780555555555555;48.88444444444445;"48°53'4.000""N 2°16'41.000""E";92051;"";34 R PERRONET;92200;NEUILLY SUR SEINE;Immeuble;23.0;"Copropriété, Syndic, SCI"
403135;2.207777777777778;49.01166666666666;"49°0'42.000""N 2°12'28.000""E";95607;"";5 ALLÉE DES BOULEAUX;95150;TAVERNY;Immeuble;33.7;Société HLM
403351;2.3230555555555554;48.89277777777778;"48°53'34.000""N 2°19'23.000""E";75117;"";112 R DES MOINES;75017;PARIS 17E ARRONDISSEMENT;Bâtiment;25.3;"Copropriété, Syndic, SCI"
404021;2.3005555555555555;48.864444444444445;"48°51'52.000""N 2°18'2.000""E";75116;"";"2, AV DE NEW YORK";75016;PARIS 16E ARRONDISSEMENT;Bâtiment;16.0;"Copropriété, Syndic, SCI"
411554;2.2705555555555557;48.783055555555556;"48°46'59.000""N 2°16'14.000""E";92060;"";17 AV DE LA RÉPUBLIQUE;92350;PLESSIS ROBINSON;Immeuble;21.3;Société HLM
417089;2.0547222222222223;49.04638888888889;"49°2'47.000""N 2°3'17.000""E";95127;"";ALLÉE DU BOIS DE LA JUSTICE AV DES RAIES;95000;CERGY;Pylône tubulaire;28.0;TOTEM
417391;2.5597222222222222;48.82222222222222;"48°49'20.000""N 2°33'35.000""E";94059;"";24 AV DES MOUSQUETAIRES;94420;PLESSIS TREVISE;Immeuble;17.0;"Commune, communauté de commune"
422944;2.560277777777778;48.89388888888889;"48°53'38.000""N 2°33'37.000""E";93047;"";111 AV DANIEL PERDRIGE;93370;MONTFERMEIL;Pylône tubulaire;26.0;HIVORY
422980;2.290277777777778;48.87694444444445;"48°52'37.000""N 2°17'25.000""E";75117;"";11 R VILLARET DE JOYEUSE;75017;PARIS 17E ARRONDISSEMENT;Immeuble;26.4;Etablissement de soins
422982;2.310277777777778;48.85138888888889;"48°51'5.000""N 2°18'37.000""E";75107;"";22 AV DUQUESNE;75007;PARIS 7E ARRONDISSEMENT;Immeuble;26.9;Particulier
422984;2.363611111111111;48.86972222222222;"48°52'11.000""N 2°21'49.000""E";75110;"";14 R BEAUREPAIRE;75010;PARIS 10E ARRONDISSEMENT;Immeuble;26.5;"Copropriété, Syndic, SCI"
424145;2.4825;48.94638888888889;"48°56'47.000""N 2°28'57.000""E";93005;LES MARDELLES;44 R MAURICE DE BROGLIE GVIO- PARC DES MARDELLES;93600;AULNAY SOUS BOIS;Pylône tubulaire;23.0;TOTEM
424443;2.317222222222222;48.87888888888889;"48°52'44.000""N 2°19'2.000""E";75108;"";25 R DU GL FOY;75008;PARIS 8E ARRONDISSEMENT;Immeuble;31.7;"Copropriété, Syndic, SCI"
424599;2.0436111111111113;49.05888888888889;"49°3'32.000""N 2°2'37.000""E";95476;"";126 CHAUSSÉE JULES CÉSAR PYLÔNE RTE N°166;95520;OSNY;Pylône autostable;41.0;RTE
426139;2.2058333333333335;48.840833333333336;"48°50'27.000""N 2°12'21.000""E";92064;"";3 R PASTEUR ENTRÉE 10 RÉSIDENCE LES BOUCLES DE LA REINE;92210;SAINT CLOUD;Immeuble;16.0;"Copropriété, Syndic, SCI"
432092;2.203333333333333;48.729166666666664;"48°43'45.000""N 2°12'12.000""E";91635;"";CHEM DE LIMON ABBAYE;91430;VAUHALLAN;Monument religieux;33.0;"Commune, communauté de commune"
432678;2.4608333333333334;48.73694444444445;"48°44'13.000""N 2°27'39.000""E";94078;"";117 R DE GAMBETTE;94190;VILLENEUVE SAINT GEORGES;Bâtiment;12.0;Particulier
434808;1.7575;48.98305555555555;"48°58'59.000""N 1°45'27.000""E";78335;"";AVE DU VAL Z.I DE LIMAY-PORCHEVILLE;78520;LIMAY;Pylône autostable;28.0;TOTEM
435117;2.609166666666667;48.95666666666666;"48°57'24.000""N 2°36'33.000""E";77294;"";AV SUZANNE SALOMON AV DES PRIMEVÈRES;77290;MITRY MORY;Bâtiment;22.0;ORANGE Services Fixes
435140;2.285;48.81944444444444;"48°49'10.000""N 2°17'6.000""E";92075;"";2-4 ALLÉE DES PLATANES;92170;VANVES;Immeuble;39.0;Société HLM
435190;2.9588888888888887;48.68638888888889;"48°41'11.000""N 2°57'32.000""E";77393;"";R DU CHEM DE NESLES COOPÉRATIVE AGRICOLE DE LA BRIE;77540;ROZAY EN BRIE;Silo;41.2;"Coopérative Agricole, Vinicole"
435203;1.9002777777777777;48.91583333333333;"48°54'57.000""N 1°54'1.000""E";78010;LE CHEMIN DE MAULE;R DE MAULE PRÈS D45;78580;ALLUETS LE ROI;Pylône haubané;83.0;TDF
435210;1.9947222222222223;48.82277777777778;"48°49'22.000""N 1°59'41.000""E";78165;"";8 ALL DE LA GARE RES LA SABLIÈRE;78340;CLAYES SOUS BOIS;Bâtiment;19.0;"Copropriété, Syndic, SCI"
435214;2.486944444444444;48.81916666666667;"48°49'9.000""N 2°29'13.000""E";94017;"";46 AV ROGER SALENGRO CITÉ FIAC;94500;CHAMPIGNY SUR MARNE;Immeuble;29.2;Société HLM
435419;2.632222222222222;48.97527777777778;"48°58'31.000""N 2°37'56.000""E";77294;"";9 R GUY MOQUET/GABRIEL NOTTELET SQ GUY MOQUET;77290;MITRY MORY;Immeuble;14.3;Société HLM
435600;2.399166666666667;48.844722222222224;"48°50'41.000""N 2°23'57.000""E";75112;"";22/26 AV DE ST MANDÉ;75012;PARIS 12E ARRONDISSEMENT;Immeuble;40.0;Société HLM
435891;2.4561111111111114;48.77722222222222;"48°46'38.000""N 2°27'22.000""E";94028;"";1 PL DU GÉNÉRAL BILLOTTE HÔTEL DES FINANCES;94000;CRETEIL;Immeuble;31.0;"Ets public , Minist, Synd mixt"
435900;2.2905555555555557;48.87027777777778;"48°52'13.000""N 2°17'26.000""E";75116;"";46 R LAURISTON;75116;PARIS 16E ARRONDISSEMENT;Immeuble;33.0;"Copropriété, Syndic, SCI"
435922;1.8488888888888888;48.696666666666665;"48°41'48.000""N 1°50'56.000""E";78486;"";14 R DE HOUDAN;78610;PERRAY EN YVELINES;Pylône autostable;50.0;HIVORY
436046;2.867777777777778;48.95861111111111;"48°57'31.000""N 2°52'4.000""E";77284;"";"CHÂTEAU D'EAU D'ORGEMONT R DU LYCÉE";77100;MEAUX;"Château d'eau - réservoir";49.0;"Commune, communauté de commune"
436667;2.145;48.835;"48°50'6.000""N 2°8'42.000""E";78158;LES HUBIES;"FORET DE FAUSSE REPOSE CHATEAU D'EAU";78150;CHESNAY ROCQUENCOURT;"Château d'eau - réservoir";49.6;"Syndicat des eaux, Adduction"
436673;2.1805555555555554;48.93805555555556;"48°56'17.000""N 2°10'50.000""E";78586;"";113 R GABRIEL PERI;78500;SARTROUVILLE;Immeuble;21.5;"Commune, communauté de commune"
436995;2.3958333333333335;48.83777777777778;"48°50'16.000""N 2°23'45.000""E";75112;"";7-8 SQ GEORGES CONTENOT;75012;PARIS 12E ARRONDISSEMENT;Immeuble;43.5;Société HLM
437034;2.015;48.94;"48°56'24.000""N 2°0'54.000""E";78123;"";340 R DES ÉCOLES;78955;CARRIERES SOUS POISSY;Immeuble;20.5;"Commune, communauté de commune"
437037;2.5330555555555554;48.905277777777776;"48°54'19.000""N 2°31'59.000""E";93014;"";"20, ALLÉE DE LA FOSSE MAUSSOIN";93390;CLICHY SOUS BOIS;Bâtiment;13.5;Société Privée
437059;2.4811111111111113;48.80583333333333;"48°48'21.000""N 2°28'52.000""E";94068;"";36 BD RABELAIS CENTRAL TÉLÉPHONIQUE;94100;SAINT MAUR DES FOSSES;Bâtiment;28.3;ORANGE Services Fixes
437360;2.387777777777778;48.93416666666667;"48°56'3.000""N 2°23'16.000""E";93027;"";AV ROGER SALENGRO PRES A1 CENTRE HIPPIQUE;93120;COURNEUVE;"Ouvrage de signalisation (portique routier, panneau routier)";14.0;DDE
437363;1.8713888888888888;48.94111111111111;"48°56'28.000""N 1°52'17.000""E";78049;"";CARREFOUR DE LA HAUTE BORNE;78580;BAZEMONT;pylône arbre;37.0;ATC FRANCE
437447;1.783611111111111;48.76861111111111;"48°46'7.000""N 1°47'1.000""E";78289;LA PATURE DE GROSROUVRE;RD 138 RELAI HERTZIEN DE HOUDAN;78490;GROSROUVRE;Pylône autostable;52.0;Autres
437504;2.5155555555555553;49.0375;"49°2'15.000""N 2°30'56.000""E";95351;LE HEUR BRULÉ;CHEMIN DE CHENNEVIÈRES BUTTES DE VITELLE;95380;LOUVRES;Pylône autostable;26.0;TOTEM
437707;2.6158333333333332;48.82944444444445;"48°49'46.000""N 2°36'57.000""E";77337;BOIS DE LA GRANGE-LOGNES;"A4 PK 17,900 SENS PARIS/STRASBOURG";77186;NOISIEL;Pylône autostable;44.0;"Sociétés d'Autoroutes"
437723;2.4927777777777775;48.83083333333333;"48°49'51.000""N 2°29'34.000""E";94017;"";QUAI POLANGIS PR 8.2 DERRIÈRE LE PONT AUX ABORDS DE LA MARNE PONT DE NOGENT;94500;CHAMPIGNY SUR MARNE;Tunnel;8.0;DDE
438503;1.966388888888889;48.96861111111111;"48°58'7.000""N 1°57'59.000""E";78643;LES PERRONS;"";78540;VERNOUILLET;pylône arbre;30.0;ATC FRANCE
438547;1.846111111111111;48.992222222222225;"48°59'32.000""N 1°50'46.000""E";78327;"";AV DE LA GARE GARE SNCF;78820;JUZIERS;Pylône autostable;21.0;CELLNEX
438550;2.345833333333333;48.83138888888889;"48°49'53.000""N 2°20'45.000""E";75113;"";88/90/92 BD  AUGUSTE BLANQUI;75013;PARIS 13E ARRONDISSEMENT;Immeuble;37.5;Société HLM
438760;2.778611111111111;48.66555555555556;"48°39'56.000""N 2°46'43.000""E";77352;"";R DE JAMARD ZI ENTREPOT;77390;OZOUER LE VOULGIS;Bâtiment;23.5;Particulier
438816;2.1302777777777777;48.94583333333333;"48°56'45.000""N 2°7'49.000""E";78358;"";54 R DU TIR;78600;MAISONS LAFFITTE;"Château d'eau - réservoir";42.0;"Commune, communauté de commune"
438819;1.8727777777777779;48.845;"48°50'42.000""N 1°52'22.000""E";78062;"VALLÉE DE L'ÂNE";CHEM DE FLEUBERT;78650;BEYNES;Pylône autostable;29.0;HIVORY
438920;2.381111111111111;48.687777777777775;"48°41'16.000""N 2°22'52.000""E";91326;"";3 R HOCHE;91260;JUVISY SUR ORGE;Bâtiment;16.0;"Copropriété, Syndic, SCI"
439038;2.238888888888889;49.06583333333333;"49°3'57.000""N 2°14'20.000""E";95678;"";20 R JEAN BAPTISTE LECHAUGUETTE;95840;VILLIERS ADAM;Bâtiment;14.5;Société Privée
439210;2.384722222222222;48.845;"48°50'42.000""N 2°23'5.000""E";75112;"";163 R DE CHARENTON;75012;PARIS 12E ARRONDISSEMENT;Immeuble;59.0;Société HLM
439237;2.958611111111111;48.80444444444444;"48°48'16.000""N 2°57'31.000""E";77219;LES GONDOINES;"";77580;GUERARD;Pylône autostable;57.0;HIVORY
439251;2.7058333333333335;48.79805555555556;"48°47'53.000""N 2°42'21.000""E";77374;"";81 R GRANDE RUE;77135;PONTCARRE;"Château d'eau - réservoir";43.0;"Commune, communauté de commune"
439411;2.2044444444444444;48.8025;"48°48'9.000""N 2°12'16.000""E";92048;ETOILE DU PAVE DE MEUDON;ROND POINT TOUR TELECOM HAMPE;92190;MEUDON;Tour hertzienne;110.0;TDF
439574;2.76;48.918055555555554;"48°55'5.000""N 2°45'36.000""E";77234;"";"31, 33  GRANDE R CHATEAU D'EAU";77450;JABLINES;"Château d'eau - réservoir";31.0;"Commune, communauté de commune"
439613;1.6805555555555556;48.993611111111115;"48°59'37.000""N 1°40'50.000""E";78361;"";R DES CLOSEAUX;78200;MANTES LA JOLIE;Pylône autostable;50.0;TOTEM
439752;2.3855555555555554;48.84916666666667;"48°50'57.000""N 2°23'8.000""E";75112;"";9 R DE REUILLY;75012;PARIS 12E ARRONDISSEMENT;Immeuble;25.0;"Copropriété, Syndic, SCI"
439859;2.6855555555555557;48.956944444444446;"48°57'25.000""N 2°41'8.000""E";77292;LA FOSSE BEAUMONT;"";77410;MESSY;Pylône tubulaire;37.5;HIVORY
439887;1.691388888888889;48.973333333333336;"48°58'24.000""N 1°41'29.000""E";78354;"";R DE LA MARNIERE ZI DE MONTGAZONS;78200;MAGNANVILLE;Immeuble;20.0;Société HLM
439909;1.625;48.993611111111115;"48°59'37.000""N 1°37'30.000""E";78531;"";CHEM RURAL DES HAUTES PERRUCHES;78710;ROSNY SUR SEINE;Pylône autostable;31.0;TOTEM
439987;2.185;48.83638888888889;"48°50'11.000""N 2°11'6.000""E";92047;PR 6 - A13 SENS PROVINCE PARIS;INTERSECTION AVEC PONT PASTEUR BOIS DE LA COURONNE P.R 6;92430;MARNES LA COQUETTE;"Ouvrage d'art (pont, viaduc)";8.0;DDE
440156;2.2736111111111112;48.870555555555555;"48°52'14.000""N 2°16'25.000""E";75116;"";PL DU MARECHAL DE LATTRE DE TASSIGNY UNIVERSITE DAUPHINE;75116;PARIS 16E ARRONDISSEMENT;Immeuble;38.0;"Ets public , Minist, Synd mixt"
440167;2.0605555555555557;48.687777777777775;"48°41'16.000""N 2°3'38.000""E";78575;"";102 RTE DE LIMOURS DOMAINE DE ST-PAUL;78470;SAINT REMY LES CHEVREUSE;Bâtiment;55.0;Société Privée
440178;2.3738888888888887;48.86;"48°51'36.000""N 2°22'26.000""E";75111;"";17 IMP TRUILLOT;75011;PARIS 11E ARRONDISSEMENT;Bâtiment;24.0;Association
440196;2.5216666666666665;49.005833333333335;"49°0'21.000""N 2°31'18.000""E";95527;"";1 ALLÉE DU VERGER HÔTEL HOLIDAY INN;95700;ROISSY EN FRANCE;Immeuble;30.0;Société Privée
440208;1.8147222222222221;48.80361111111111;"48°48'13.000""N 1°48'53.000""E";78389;LA FOSSETTE;RTE DE LA BARDELLE  SILO MÉRÉ;78490;MERE;Silo;30.2;Société Privée
440214;2.5588888888888888;48.82888888888889;"48°49'44.000""N 2°33'32.000""E";94079;"";5 R DES ACACIAS;94350;VILLIERS SUR MARNE;Immeuble;20.0;Société HLM
440223;2.4519444444444445;48.81388888888889;"48°48'50.000""N 2°27'7.000""E";94046;"";13 R MICHELET;94700;MAISONS ALFORT;Immeuble;18.0;"Copropriété, Syndic, SCI"
440275;3.0519444444444446;48.7775;"48°46'39.000""N 3°3'7.000""E";77433;CHAMBRISSET;FERME DU CHAMBRISSET - D 402 RD 402;77120;BEAUTHEIL SAINTS;Pylône autostable;26.0;TOTEM
440548;1.8616666666666668;48.882222222222225;"48°52'56.000""N 1°51'42.000""E";78415;"";"R DU BOUT DE LA MARRE RUELLE DE L'EGLISE";78124;MONTAINVILLE;Monument religieux;34.0;"Commune, communauté de commune"
440576;3.2244444444444444;48.967777777777776;"48°58'4.000""N 3°13'28.000""E";77397;LA CROIX DE CITRY;AV DE CITRY ZAC;77730;SAACY SUR MARNE;Pylône autostable;27.0;HIVORY
440799;2.1005555555555557;48.83777777777778;"48°50'16.000""N 2°6'2.000""E";78158;"";DOMAINE DE VOLUCEAU CENTRE DE RECHERCHE INRIA;78150;CHESNAY ROCQUENCOURT;Bâtiment;13.0;"Ets public , Minist, Synd mixt"
440813;2.2827777777777776;48.86833333333333;"48°52'6.000""N 2°16'58.000""E";75116;"";115 AV VICTOR HUGO;75116;PARIS 16E ARRONDISSEMENT;Immeuble;31.0;"Copropriété, Syndic, SCI"
440837;2.681111111111111;48.9075;"48°54'27.000""N 2°40'52.000""E";77517;LES HOULEBERTS;16 CHEM DE LUZANCY;77410;VILLEVAUDE;Pylône autostable;45.0;TOTEM
440872;2.286111111111111;48.848333333333336;"48°50'54.000""N 2°17'10.000""E";75115;"";57 R EMERIAU;75015;PARIS 15E ARRONDISSEMENT;Immeuble;37.2;Société HLM
